NewDepot -1 5.0,5.0 5
NewVehicle -1 9.586596245046971,0.16999866687968712 1 10
NewVehicle -1 7.067572672888104,7.932875242702534 1 10
NewVehicle -1 0.3735645043189595,3.092657495731456 1 10
NewVehicle -1 0.40713068795099505,7.678838159167332 1 10
NewVehicle -1 5.81966338253811,9.77410586973465 1 10
NewParcel 7182479230 1.1452309848041242,8.763424589548483 2.923940496167352,3.153503877110225 0 1 7182485618/7182492841=7182774438/7182781661
NewParcel 7183163747 1.112307148831606,0.13874380856514712 9.580120355461476,7.025961815670433 0 1 7183166907/7183180586=7183409476/7183423155
NewParcel 7183940273 8.225863332001861,0.922924848535972 4.588944908704877,6.017926651507194 0 1 7183942706/7183957839=7184202096/7184217229
NewParcel 7184784477 8.353063126851875,3.5269095669380954 4.804290757285711,1.1170036591811527 0 1 7184788504/7184800449=7184998002/7185009947
NewParcel 7185474755 8.192922993172072,5.688184843908422 8.260993043795203,4.000580977533686 0 1 7185479829/7185489680=7185735034/7185744885
NewParcel 7186305963 9.61912628217261,4.068738990938119 2.7267945433633702,7.98379226360767 0 1 7186307939/7186323986=7186522043/7186538090
NewParcel 7187108042 7.983407806736874,2.7755022071052124 2.6777587789849155,7.493478539038652 0 1 7187113116/7187122967=7187353293/7187363144
NewParcel 7187843593 5.668572657422023,2.1548360165075753 6.6112063622071435,7.044715699260996 0 1 7187853015/7187854170=7188101235/7188102390
NewParcel 7188502946 4.680211063968473,5.712631740428313 9.110239013211064,3.19646465638326 0 1 7188505532/7188520359=7188737507/7188752334
NewParcel 7189309842 4.566171586367862,5.511583757459738 4.573912771337543,5.462914981919935 0 1 7189317682/7189322001=7189569040/7189573359
NewParcel 7189995342 4.452856446908101,8.897195891484381 2.0271226894212866,4.657073581309987 0 1 7190004020/7190006663=7190293202/7190295845
NewParcel 7190692133 0.48740016965801547,1.9040873512914769 2.9242623856296635,9.643172172135744 0 1 7190700159/7190704106=7191002908/7191006855
NewParcel 7191445917 2.474795115292748,7.194157977337721 6.360720224628519,5.974446960617723 0 1 7191448983/7191462850=7191669707/7191683574
NewParcel 7192235109 5.999023811123706,6.878177356785535 8.606275427266162,2.392859147398333 0 1 7192239168/7192251049=7192499825/7192511706
NewParcel 7192934600 8.817266060076799,3.072358083868316 6.3744558060918965,3.667314947102266 0 1 7192937667/7192951532=7193205231/7193219096
NewParcel 7193653868 2.8162357365937485,1.5414779502333298 5.741919308313169,0.746950399925248 0 1 7193659851/7193667884=7193958801/7193966834
NewParcel 7194324251 5.31971800991502,6.280111267805875 1.131923522199313,1.7060406283144436 0 1 7194333004/7194335497=7194539661/7194542154
NewParcel 7195104739 6.036361530190145,5.383534779377679 1.275944359960477,9.457098146439915 0 1 7195110935/7195118542=7195401879/7195409486
NewParcel 7195920154 8.436794753252054,1.0598673908876566 1.567505018371671,4.708723675316552 0 1 7195929476/7195930831=7196156651/7196158006
NewParcel 7196640140 6.849124739297288,9.1350082120225 4.722282614152426,5.144768185317204 0 1 7196644683/7196655596=7196935193/7196946106
NewParcel 7197451891 3.0618821623848804,5.901935342854906 4.158548454471377,4.301371332569948 0 1 7197457568/7197466213=7197686564/7197695209
NewParcel 7198274105 8.72347570887316,2.6659268384088697 7.012009861126911,6.118440598915673 0 1 7198281243/7198286966=7198541685/7198547408
NewParcel 7199004154 2.327217739062121,0.8372678534917588 6.199112563511225,3.6421278827628845 0 1 7199008375/7199019932=7199301837/7199313394
NewParcel 7199785020 2.0709828255386697,2.9230047291303443 3.4428686731825255,2.8548722463583944 0 1 7199788893/7199801146=7200086993/7200099246
NewParcel 7200523053 8.380563948218866,7.269310097456319 7.675270819774621,5.109568174514052 0 1 7200529906/7200536199=7200806301/7200812594
NewParcel 7201182150 2.3857859479276664,6.906020734953966 5.730355598423492,4.14442067423339 0 1 7201191813/7201192486=7201400123/7201400796
NewParcel 7201924494 9.13844198708578,5.344910229258716 4.741979963178139,6.155054095364719 0 1 7201926680/7201942307=7202200067/7202215694
NewParcel 7202762500 6.86111239582673,4.683260499099258 8.160369916779185,3.900431605882014 0 1 7202766880/7202778119=7203040416/7203051655
NewParcel 7203431174 6.015930087491801,3.8642925189384245 9.801509378103484,8.319153021483995 0 1 7203434145/7203448202=7203641492/7203655549
NewParcel 7204084593 4.482355721622082,7.446020958457739 2.8434246288504763,3.632688891688204 0 1 7204091105/7204098080=7204362414/7204369389
NewParcel 7204764774 7.6330228495875465,7.730093013935041 3.183434232425321,4.41211802056983 0 1 7204769502/7204780045=7205057829/7205068372
NewParcel 7205585710 4.596717338559483,5.602176663200749 9.07042094418163,5.5849262498163394 0 1 7205591238/7205600181=7205880173/7205889116
NewParcel 7206419892 4.497553469634595,7.935457503635064 1.4261911101362645,8.858432266637276 0 1 7206420488/7206439295=7206716083/7206734890
NewParcel 7207169166 8.959408845148705,1.908809777420697 1.7699842573009639,1.536402362019651 0 1 7207177118/7207181213=7207462574/7207466669
NewParcel 7207846299 9.664679234389661,9.091202308135372 7.160194274923873,6.205414611956063 0 1 7207853685/7207858912=7208085677/7208090904
NewParcel 7208688177 2.256419441555143,4.643901749149006 4.067363623187069,2.2675382069320693 0 1 7208690332/7208706021=7208941213/7208956902
NewParcel 7209366061 0.37292812141527243,9.492037667705945 5.592517258565419,2.795887731747706 0 1 7209373914/7209378207=7209674455/7209678748
NewParcel 7210052886 6.103843744112806,5.817087916349423 8.944892720503777,2.689616109302885 0 1 7210059733/7210066038=7210272421/7210278726
NewParcel 7210852105 5.656809262031825,8.721852764376353 2.5931349312630783,6.604909214171252 0 1 7210856277/7210867932=7211109608/7211121263
NewParcel 7211687107 1.5237733507199225,9.41947393129962 5.004013718214239,7.638542665842586 0 1 7211695401/7211698812=7211934982/7211938393
NewParcel 7212394786 4.935985106242566,7.798064834337629 9.382728512611083,0.24056581911503394 0 1 7212402414/7212407157=7212665074/7212669817
NewParcel 7213061351 4.89675029447204,4.712515269959811 1.3288638220566662,3.332673088988287 0 1 7213062579/7213080122=7213355100/7213372643
NewParcel 7213783012 2.5810061091954486,6.8550285713634125 8.822054044735534,2.1088280000680095 0 1 7213792529/7213793494=7214056975/7214057940
NewParcel 7214628697 2.390782758061636,9.555959602810898 6.451424873410783,9.494698384199047 0 1 7214637186/7214640207=7214910209/7214913230
NewParcel 7215426500 3.4556083117108196,5.366510515116123 8.302871123857173,0.7424696809597131 0 1 7215434757/7215438242=7215658662/7215662147
NewParcel 7216090071 7.866924613566171,8.774851058586766 6.41823339285176,7.137595137263667 0 1 7216094430/7216105711=7216313141/7216324422
NewParcel 7216745717 4.435573144322741,9.907223581460801 4.240437180189379,7.294048296079776 0 1 7216753428/7216758005=7217026923/7217031500
NewParcel 7217515488 9.261415732886528,2.565596306394827 6.958655911269036,7.014637837115166 0 1 7217522104/7217528871=7217818249/7217825016
NewParcel 7218256071 6.904149827362941,4.453426130629156 3.1675615692242767,1.192948892873159 0 1 7218257790/7218274351=7218530911/7218547472
NewParcel 7219047835 8.444385676539065,9.941095063928087 4.754724298637802,3.733473361622898 0 1 7219050139/7219065530=7219291051/7219306442
NewParcel 7219772916 5.2240402925815985,8.222581773437716 4.430223721237956,3.9664898389194727 0 1 7219782762/7219783069=7220025372/7220025679
NewParcel 7220515740 9.55512009024901,2.2149312319725967 2.812535337274069,0.5342584459261734 0 1 7220517939/7220533540=7220812923/7220828524
NewParcel 7221363935 6.18594610476433,6.052083566344577 9.484753188346385,6.2250906546370395 0 1 7221373268/7221374601=7221589720/7221591053
NewParcel 7222082103 0.8138895858277895,1.5246277099483507 4.9352122298933585,9.731858866710695 0 1 7222091105/7222093100=7222382444/7222384439
NewParcel 7222875454 4.433678947967281,6.317038646537032 2.7965725576875156,2.811504728426529 0 1 7222883718/7222887189=7223154522/7223157993
NewParcel 7223654842 4.810339839735583,9.393963327861693 4.2974279679672005,3.822112801119395 0 1 7223659071/7223670612=7223894917/7223906458
NewParcel 7224459264 8.865832515701973,1.3871168088229557 9.34050166610765,1.1141101342257897 0 1 7224464210/7224474317=7224736967/7224747074
NewParcel 7225186426 2.268446262090392,0.3343513731286041 1.1214916779645212,2.2521536664319006 0 1 7225195252/7225197599=7225431677/7225434024
NewParcel 7225926503 5.0140178167266525,5.622461161680806 3.702626916148172,7.544268460748112 0 1 7225934998/7225938007=7226236877/7226239886
NewParcel 7226588749 4.288029734350703,5.485283214041731 4.454998914053407,8.854799518564194 0 1 7226591231/7226606266=7226820690/7226835725
NewParcel 7227355162 8.39765988478739,5.908661234997271 5.783730105397198,7.177740849062029 0 1 7227360796/7227369527=7227654807/7227663538
NewParcel 7228189909 8.062834980293712,1.2938306868876726 3.0500410543858605,4.94700103726723 0 1 7228196569/7228203248=7228450054/7228456733
NewParcel 7228977782 3.85535879803534,9.730788763009961 8.104281165048704,1.560170551738409 0 1 7228986486/7228989077=7229243826/7229246417
NewParcel 7229659460 1.0751719428181183,8.233214175754462 0.3439811770403167,3.092353983983185 0 1 7229665798/7229673121=7229885936/7229893259
NewParcel 7230375899 5.852810165242822,5.786495322891314 9.7109947331633,9.676625680571338 0 1 7230385785/7230386012=7230596509/7230596736
NewParcel 7231128694 8.767119347007622,4.560432138198308 8.541788741523943,6.5276754618070765 0 1 7231134155/7231143232=7231366528/7231375605
NewParcel 7231807801 4.767292156869724,2.138173691618822 1.6849457197533124,7.085205197610824 0 1 7231814432/7231821169=7232108734/7232115471
NewParcel 7232632516 0.6882906729725513,0.11295244929863224 6.79994000487464,9.253638687641534 0 1 7232633616/7232651415=7232933558/7232951357
NewParcel 7233296167 4.148711555893878,6.904180462440027 9.25125123976689,8.21470747895509 0 1 7233299472/7233312861=7233601818/7233615207
NewParcel 7233999480 0.120163358033476,5.144466830700094 8.511878137392475,1.7894748447124065 0 1 7234000810/7234018149=7234302953/7234320292
NewParcel 7234702135 3.9572132242479494,6.4891217835773904 5.490312431966111,6.826361376796623 0 1 7234706174/7234718095=7234994577/7235006498
NewParcel 7235516538 2.1769687695552253,9.199707992112579 2.695038476924405,7.591733894312366 0 1 7235518349/7235534726=7235766183/7235782560
NewParcel 7236212378 4.777354102449901,6.353201995655652 1.6506198144834783,9.639619556204584 0 1 7236214176/7236230579=7236506855/7236523258
NewParcel 7236895075 5.383147046250613,5.028329112740121 4.47943407882485,5.137109785696317 0 1 7236901158/7236908991=7237183867/7237191700
NewParcel 7237665736 8.00883630350323,9.320633305206513 9.063121059469806,8.12201418114938 0 1 7237674389/7237677082=7237916100/7237918793
NewParcel 7238464789 1.7273625611229615,2.5378452901097246 9.697804467318607,0.6693280524718759 0 1 7238469362/7238480215=7238763207/7238774060
NewParcel 7239145982 7.033805783072089,6.427109847011926 7.657150814304411,3.4430760673564653 0 1 7239148251/7239163712=7239418536/7239433997
NewParcel 7239921973 0.19308231572737866,7.7856383719104105 8.577327811783478,6.610094826909442 0 1 7239929286/7239934659=7240190794/7240196167
NewParcel 7240667266 4.360711445030658,5.306343080547911 6.077924133989546,9.592314992309433 0 1 7240670871/7240683660=7240886508/7240899297
NewParcel 7241358772 8.765717787291456,2.0100234572089235 3.532894367284276,0.6341092838286 0 1 7241364137/7241373406=7241572368/7241581637
NewParcel 7242178821 9.744728035148071,1.1156593400928183 8.405590469991049,9.661263472082327 0 1 7242179637/7242198004=7242413538/7242431905
NewParcel 7242899968 9.916327919015377,5.700378929687291 6.061942743980091,0.4081385454853903 0 1 7242905932/7242914003=7243201086/7243209157
NewParcel 7243715472 4.284740215205654,5.000661401145145 2.475852760379346,0.2895824403792968 0 1 7243719850/7243731093=7244008693/7244019936
NewParcel 7244473860 4.561885563231457,2.7063377132222044 7.740859973980338,8.994154972954654 0 1 7244480223/7244487496=7244695855/7244703128
NewParcel 7245320522 5.496890723272933,5.098951157424478 4.802146480370219,9.275230096380268 0 1 7245328940/7245332103=7245591784/7245594947
NewParcel 7246043800 9.502105663789527,9.386041612451407 0.32294068178377433,5.91653517345517 0 1 7246045197/7246062402=7246281301/7246298506
NewParcel 7246767585 8.36469031046241,5.082914973077516 7.099382602073031,1.3486925057823163 0 1 7246770835/7246784334=7247010990/7247024489
NewParcel 7247426953 3.3328371893249678,3.7934589618444803 9.9379137774566,8.893323182309206 0 1 7247436707/7247437198=7247670943/7247671434
NewParcel 7248107907 7.365689081634099,5.241572380641379 9.409253494870963,7.111277370647082 0 1 7248112040/7248123773=7248324462/7248336195
NewParcel 7248826829 5.836015762671337,9.904763273598066 0.3930264652541726,1.2315540197403707 0 1 7248830787/7248842870=7249115104/7249127187
NewParcel 7249669758 4.474712443799431,1.101486411130722 4.827099307741626,0.13746970145549264 0 1 7249670991/7249688524=7249927460/7249944993
NewParcel 7250406171 5.8461804881904476,1.8837754920587113 0.5756947319005179,9.886642465387137 0 1 7250415232/7250417109=7250655167/7250657044
NewParcel 7251136446 8.143657713416886,4.586737269882136 0.8303392293606449,7.241350508956902 0 1 7251142238/7251150653=7251376587/7251385002
NewParcel 7251826739 2.5935525183283294,3.3864682900514365 0.9577139815321056,9.185831015561796 0 1 7251831787/7251841690=7252095697/7252105600
NewParcel 7252529522 8.257854586328937,2.717956899464282 2.2084638261920544,6.907077547237166 0 1 7252537044/7252541999=7252802709/7252807664
NewParcel 7253282572 5.52367558291448,6.904532779643024 4.201033468090385,5.215703356248305 0 1 7253290527/7253294616=7253546017/7253550106
NewParcel 7254123731 2.0689876076951963,8.850427782415007 0.5945897251642762,0.8834287785579042 0 1 7254131921/7254135540=7254354070/7254357689
NewParcel 7254953276 7.593620194837945,8.148008456903925 4.865092364494707,5.873758508961662 0 1 7254957967/7254968584=7255182791/7255193408
NewParcel 7255720284 6.104579524334665,1.4512442701718942 5.598578205553544,3.9424087834843693 0 1 7255726719/7255733848=7256021234/7256028363
NewParcel 7256403908 7.044749520443455,0.4669745180236229 3.2157187351943426,1.5840485551952432 0 1 7256410485/7256417330=7256675172/7256682017
NewParcel 7257104993 9.054040809389313,5.415534128516298 2.5417146453367554,6.801916551679992 0 1 7257113771/7257116214=7257395340/7257397783
NewParcel 7257858018 2.65204788322311,4.312304260412967 8.135590890558946,1.6768771827412676 0 1 7257864617/7257871418=7258134098/7258140899
NewParcel 7258517858 0.6312781322458005,0.9217458874662676 1.7929517277401974,7.212476665024374 0 1 7258519716/7258535999=7258771309/7258787592
NewParcel 7259270409 7.450012571355868,6.735482792310946 4.136261644648105,1.432563449726958 0 1 7259275766/7259285051=7259527263/7259536548
NewParcel 7259960642 1.413866765604349,4.825995364601666 4.7067138002809,4.20803335151408 0 1 7259961504/7259979779=7260187492/7260205767
NewParcel 7260726177 5.935106341391615,5.927485294181032 7.471744805807733,4.789265029419324 0 1 7260726922/7260745431=7261031365/7261049874
NewParcel 7261569018 8.658786706177349,9.595477694814962 1.1622654410387057,0.5208052492778514 0 1 7261578204/7261579831=7261813391/7261815018
NewParcel 7262292599 9.744774268864317,5.796719631693218 6.353663080529431,7.7148668217572505 0 1 7262298927/7262306270=7262563166/7262570509
NewParcel 7263075838 3.0947176661402978,4.780939725587103 3.7046414754442,8.16020497852558 0 1 7263080127/7263091548=7263376957/7263388378
NewParcel 7263850424 6.813022487142652,5.586030414565327 0.2679608923457,7.2429293436754305 0 1 7263853855/7263866992=7264070931/7264084068
NewParcel 7264592087 1.6909018015260013,6.028215832526515 3.2871392631463827,2.1558194236117147 0 1 7264596857/7264607316=7264863065/7264873524
NewParcel 7265431138 9.002558292977493,9.528766512920338 3.3931775709068335,1.1727018901091624 0 1 7265433086/7265449189=7265737826/7265753929
NewParcel 7266132097 1.4025636722433799,6.62882603758411 1.6153739255123367,7.464453928962725 0 1 7266135744/7266148449=7266344715/7266357420
NewParcel 7266786756 3.2134954185423314,1.5439094234565154 7.120283816965945,3.433196665883882 0 1 7266791608/7266801903=7267068814/7267079109
NewParcel 7267509560 8.892896597935021,6.609636802473377 5.092896141229856,4.041237205119038 0 1 7267512416/7267526703=7267758516/7267772803
NewParcel 7268318709 0.9686182859847514,9.970265987203252 6.674080474696627,0.11132619816943579 0 1 7268320128/7268337289=7268562620/7268579781
NewParcel 7269030930 1.2316090766799703,4.361583826743262 5.368372584518845,5.074790446664233 0 1 7269034884/7269046975=7269256033/7269268124
NewParcel 7269692391 1.4752121735289125,7.339722404124541 6.836160132883892,1.144103358946832 0 1 7269696559/7269708222=7269960342/7269972005
NewParcel 7270412755 2.570035364361086,5.807458266114174 1.484328484410844,3.3864582033499815 0 1 7270412788/7270432721=7270652538/7270672471
NewParcel 7271063921 3.1634535561819765,0.18956125820364766 1.7694319275174364,2.674903028911988 0 1 7271068423/7271079418=7271322239/7271333234
NewParcel 7271749509 1.7928076069937537,6.108753912385513 8.627452230590878,0.9936021220037716 0 1 7271753362/7271765655=7271984741/7271997034
NewParcel 7272445690 8.701363526770916,3.913841329491544 3.944205895002726,5.073786967438415 0 1 7272447762/7272463617=7272664300/7272680155
NewParcel 7273158493 6.14609049459143,8.911579134710824 8.480463739435164,6.836955994597512 0 1 7273165666/7273171319=7273449065/7273454718
NewParcel 7273937249 8.486324818850342,7.6538383304739614 7.165844252064679,1.6218910690349508 0 1 7273940089/7273954408=7274226108/7274240427
NewParcel 7274728358 5.842378660085448,8.13162918639802 6.175544419576298,7.672045614249887 0 1 7274734664/7274742051=7275032021/7275039408
NewParcel 7275548110 7.613159227731696,4.227550217541555 8.703970736153071,2.8598755278392063 0 1 7275548969/7275567250=7275761612/7275779893
NewParcel 7276397813 4.641856748793257,7.2782214849379 8.849329854583027,7.124668149250249 0 1 7276406687/7276408938=7276624239/7276626490
NewParcel 7277139007 1.3187695274531408,0.09826446985998327 5.5232461274824765,1.6004360475015622 0 1 7277147776/7277150237=7277394331/7277396792
NewParcel 7277791091 1.4103219349177065,1.317394833836415 0.799464681213955,7.910436623039488 0 1 7277797876/7277804305=7278079748/7278086177
NewParcel 7278608199 3.9033432759869227,0.3821862180527713 9.615704066748108,3.604879598232599 0 1 7278610190/7278626207=7278878567/7278894584
NewParcel 7279436720 7.653668065513475,6.074069531512658 0.24272092984386373,2.21838599837499 0 1 7279437128/7279456311=7279682015/7279701198
NewParcel 7280249356 6.128118136155198,3.895131022493125 7.434649329185888,8.923760921217852 0 1 7280251001/7280267710=7280468189/7280484898
NewParcel 7280996173 6.028933741600659,0.17327008089610518 2.674677368371098,5.258640940185519 0 1 7281005142/7281007203=7281228360/7281230421
NewParcel 7281807611 6.089710872922688,3.238279246466597 8.430120864656782,8.901582090079902 0 1 7281808781/7281826440=7282074558/7282092217
NewParcel 7282528958 4.831911877733913,4.520411468298588 5.830962755332408,6.974146970749525 0 1 7282531115/7282546800=7282744281/7282759966
NewParcel 7283360328 8.571008611455834,4.922992694756885 7.685913866808301,3.845555948951609 0 1 7283361986/7283378669=7283655134/7283671817
NewParcel 7284020705 3.46132245366067,4.320646999904233 1.250061139580111,6.916464495656256 0 1 7284028638/7284032771=7284259243/7284263376
NewParcel 7284749152 7.8686224304542876,4.5346938901837905 7.6581670552950705,6.35842918032963 0 1 7284750053/7284768250=7285054358/7285072555
NewParcel 7285400819 3.8595464464116946,8.63727955852253 7.437678983004168,7.285623986916139 0 1 7285402382/7285419255=7285625528/7285642401
NewParcel 7286089902 9.096903216248908,1.9358083606223553 4.015512712366901,5.335370590643591 0 1 7286091049/7286108754=7286338341/7286356046
NewParcel 7286876255 2.9299241465736223,2.4892332258664576 9.632675372897848,9.134044781912007 0 1 7286877102/7286895407=7287181666/7287199971
NewParcel 7287686870 2.968520597230132,1.5077689679277129 0.5807855250165939,5.6249203667100245 0 1 7287687436/7287706303=7287964941/7287983808
NewParcel 7288407984 0.9306146549938177,6.487590858291147 1.1745555474844371,6.734515933569281 0 1 7288410554/7288425413=7288672042/7288686901
NewParcel 7289078095 9.051603393984816,2.4320823532714533 8.37429909887844,8.354002761762644 0 1 7289081522/7289094667=7289300789/7289313934
NewParcel 7289756709 0.8450184225627155,9.011190835964715 1.4725249778901262,5.112240378343763 0 1 7289761870/7289771547=7290044232/7290053909
NewParcel 7290538161 2.503444639879555,4.010458765488202 3.758680681640022,6.917000050390591 0 1 7290542150/7290554171=7290816817/7290828838
NewParcel 7291324392 3.7287614174633257,5.921288275383507 5.576107657347614,5.740939516300658 0 1 7291326954/7291341829=7291585621/7291600496
NewParcel 7292165093 9.280765882178292,1.0240041548453283 0.6852711740188955,3.628890509099485 0 1 7292174192/7292175993=7292403860/7292405661
NewParcel 7292818157 5.033243527591102,2.815277948516912 0.3473264369620188,5.403022897150549 0 1 7292822465/7292833848=7293030876/7293042259
NewParcel 7293477912 4.826547096687702,4.131473861683526 2.0420855854267774,2.042447367757201 0 1 7293482416/7293493407=7293689897/7293700888
NewParcel 7294163137 6.905747547359702,4.819480324192082 2.234445035510083,3.213818616399821 0 1 7294169953/7294176320=7294441837/7294448204
NewParcel 7294851405 1.233417671076199,0.3065897625734104 5.103337883128925,9.929501935674073 0 1 7294861278/7294861531=7295080476/7295080729
NewParcel 7295690810 1.4661123996771053,8.920989018085002 1.6472735859178278,0.8098667312954844 0 1 7295691700/7295709919=7295921377/7295939596
NewParcel 7296514680 7.8836089784071985,8.314420501459118 6.080526435102636,7.926267251532993 0 1 7296522207/7296527152=7296783908/7296788853
NewParcel 7297229408 0.05996694230762212,3.8385822590211385 8.934036600829549,0.7012754730469972 0 1 7297229842/7297248973=7297522814/7297541945
NewParcel 7298040060 0.5654721916711358,4.226822049074067 8.77508414441417,8.842726205977147 0 1 7298049945/7298050174=7298262773/7298263002
NewParcel 7298722948 3.4885281584158836,2.432695465859199 6.959802388692685,7.788139584772823 0 1 7298730324/7298735571=7298946414/7298951661
NewParcel 7299448895 4.066555155334338,1.9769431354830602 2.332588730259949,2.6360809331057244 0 1 7299449513/7299468276=7299723320/7299742083
NewParcel 7300205449 8.214960974577984,1.6544567976032076 5.286476975096619,9.041021455723993 0 1 7300213247/7300217650=7300494558/7300498961
NewParcel 7300860826 3.2432449449214893,3.952791159908169 3.098537104479738,2.0482644394530647 0 1 7300865341/7300876310=7301074300/7301085269
NewParcel 7301556902 3.54729992977723,5.033786198283473 0.9543578354996052,6.345494083209166 0 1 7301561193/7301572610=7301767150/7301778567
NewParcel 7302213099 7.566970526696232,6.629862973680951 5.575682278919887,3.9075160350731952 0 1 7302214155/7302232042=7302446816/7302464703
NewParcel 7302867553 4.7979348560528035,2.706554732856845 0.8652527292560697,7.510747426843158 0 1 7302877056/7302878049=7303098793/7303099786
NewParcel 7303576461 4.146969019212785,6.2428353954203955 7.482931537047929,1.0940190021078067 0 1 7303583167/7303589754=7303876747/7303883334
NewParcel 7304237062 7.419657963098212,3.980808907992012 0.7671586430552801,0.4422567395085719 0 1 7304242976/7304251147=7304519344/7304527515
NewParcel 7304994216 4.229614886186348,9.4963205993372 3.915808030486918,0.16959863819252963 0 1 7304995121/7305013310=7305201289/7305219478
NewParcel 7305835094 7.118273146373321,7.442055283874059 5.8405061336836,5.478513992617659 0 1 7305841902/7305848285=7306049352/7306055735
NewParcel 7306571002 8.174310347048708,4.314682129833443 5.608475129917235,9.671486113625354 0 1 7306571785/7306590218=7306851213/7306869646
NewParcel 7307249921 0.9417696793983821,3.597609623859248 7.885962886128437,0.8918205330292495 0 1 7307253389/7307266452=7307492000/7307505063
NewParcel 7307937848 3.9059394638806966,5.630914895158922 6.297322412758791,4.070142107326892 0 1 7307947427/7307948268=7308240367/7308241208
NewParcel 7308751578 4.3460554473526525,5.060006782183884 4.113802671005795,6.553143281300739 0 1 7308755152/7308768003=7309003076/7309015927
NewParcel 7309420077 3.8438840420763154,1.2145872774790079 4.18611470324393,8.391144915458275 0 1 7309423847/7309436306=7309694000/7309706459
NewParcel 7310096149 9.237255309913063,9.269474235453737 2.534834411399167,0.7610339497344731 0 1 7310101964/7310110333=7310360541/7310368910
NewParcel 7310834611 5.3076021643024,2.5388449868249774 2.512703792351995,8.501139232900575 0 1 7310838527/7310850694=7311137477/7311149644
NewParcel 7311497737 7.990571389583263,8.75546754428045 8.952895605940759,5.234608523503742 0 1 7311503449/7311512024=7311805269/7311813844
NewParcel 7312243252 9.398769432259648,5.686477925525539 4.217301571006882,2.0578488113453997 0 1 7312247461/7312259042=7312496930/7312508511
NewParcel 7312994693 8.445703571879529,3.937268564628819 0.5589073514201903,3.2705922947705757 0 1 7313002342/7313007043=7313304515/7313309216
NewParcel 7313788491 3.359982543715949,7.295049988613735 5.712317482263984,5.124151429374752 0 1 7313794232/7313802749=7314033429/7314041946
NewParcel 7314636646 4.878836997401851,3.4636461853575176 1.1264919334961498,6.06442486185991 0 1 7314644768/7314648523=7314879665/7314883420
NewParcel 7315338410 1.4100255773410753,0.5410905336105243 4.753756790713664,9.44621580200111 0 1 7315346887/7315349932=7315642211/7315645256
NewParcel 7316118919 9.951186785529645,7.091579368435856 2.8091527619936087,2.195428744274621 0 1 7316124108/7316133729=7316329842/7316339463
NewParcel 7316867245 9.055698612813694,6.163349680353413 7.4141819787812295,5.39570110021998 0 1 7316874184/7316880305=7317138550/7317144671
NewParcel 7317690876 2.634110048025865,6.104042566342366 9.539017768373665,5.276040197941089 0 1 7317700016/7317701735=7318002931/7318004650
NewParcel 7318498161 5.880207866636825,3.5251137900856486 9.15723734442923,5.576019304092363 0 1 7318502768/7318513553=7318721822/7318732607
NewParcel 7319164775 7.110776922405084,6.26685463423232 7.027143657672808,4.76510349728403 0 1 7319174147/7319175402=7319445574/7319446829
NewParcel 7319934820 1.80812129246947,6.715586115694978 5.013734341570469,4.092660463862911 0 1 7319936842/7319952797=7320149327/7320165282
NewParcel 7320651678 7.654405914977744,8.32458833114774 4.36538421866128,4.9452257784041205 0 1 7320654156/7320669199=7320913709/7320928752
NewParcel 7321408281 1.846882567922855,0.6903276312129525 3.8593014629878297,6.487578857457027 0 1 7321411887/7321424674=7321641430/7321654217
NewParcel 7322250991 4.483061243890605,1.0355445080892234 2.2298205315521233,7.064196243154562 0 1 7322257539/7322264442=7322545209/7322552112
NewParcel 7323065814 4.304891141919277,2.450762734440577 1.793595312999664,5.337643397118174 0 1 7323074007/7323077620=7323359593/7323363206
NewParcel 7323720193 5.591012554692405,1.7457870341418746 2.6857531477667704,9.64046681839012 0 1 7323726865/7323733520=7324016183/7324022838
NewParcel 7324528183 7.486142903689745,2.262744830811292 9.621074434492655,6.5171499755054185 0 1 7324536453/7324539912=7324758842/7324762301
NewParcel 7325351308 9.556657678977015,9.50224151539339 5.594257806379055,1.9326956859989697 0 1 7325357979/7325364636=7325632512/7325639169
NewParcel 7326141958 9.861433336055542,9.91418634334546 9.433335815816351,1.1243958257569986 0 1 7326144881/7326159034=7326396249/7326410402
NewParcel 7326880701 4.327007169505346,5.704855496964298 6.620302526569299,5.573353162176687 0 1 7326882720/7326898681=7327148168/7327164129
NewParcel 7327653424 8.716124568604041,1.0117509880279696 5.29301415204518,8.072316268048947 0 1 7327662929/7327663918=7327956986/7327957975
NewParcel 7328458740 6.978731133346699,7.297821861783918 1.8424283857684531,9.366390149459837 0 1 7328467735/7328469744=7328721890/7328723899
NewParcel 7329230642 2.2744731270091045,8.31660704801027 3.019242295986011,2.3431855562823287 0 1 7329239651/7329241632=7329509506/7329511487
NewParcel 7329905899 9.455770374696264,7.499864159513287 3.963991971835521,2.248969385036533 0 1 7329910926/7329920871=7330143759/7330153704
NewParcel 7330560236 0.3005215822457308,3.119245595444553 4.074676549715771,3.9073783231261827 0 1 7330560384/7330580087=7330841427/7330861130
NewParcel 7331281865 5.283507600537888,9.073585132213822 5.125970179820543,9.417258516758539 0 1 7331287130/7331296599=7331533280/7331542749
NewParcel 7331945458 8.175551790018954,1.6533586690610569 8.554081804760102,2.306194380131006 0 1 7331952610/7331958305=7332197666/7332203361
NewParcel 7332794203 2.259503234006207,5.133877468186187 1.3213284709002004,6.616286571476779 0 1 7332794556/7332813849=7333010472/7333029765
